Table 1
Species	Family	Order	Class	State	References
Lonchura_striata	Estrildidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Taeniopygia_guttata	Estrildidae	Passeriformes	Aves	1	"White, 2007; https://www.xeno-canto.org"
Uraeginthus_bengalus	Estrildidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Psarisomus_dalhousiae	Eurylaimidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Smithornis_rufolateralis	Eurylaimidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Formicarius_colma	Formicariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Carduelis_chloris	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Carduelis_flammea	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Carduelis_spinus	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Carduelis_tristis	Fringillidae	Passeriformes	Aves	1	"Nicholas and Kent, 2017"
Carpodacus_erythrinus	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Coccothraustes_coccothraustes	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Fringilla_coelebs	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Fringilla_montifringilla	Fringillidae	Passeriformes	Aves	1	"Essian, 2014; https://www.xeno-canto.org"
Loxia_curvirostra	Fringillidae	Passeriformes	Aves	1	"Dewey, 2009g; https://www.xeno-canto.org"
Pyrrhula_pyrrhula	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Serinus_flaviventris	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Serinus_mozambicus	Fringillidae	Passeriformes	Aves	1	"Lambert, 2007"
Serinus_serinus	Fringillidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Dendrexetastes_rufigula	Furnariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Dendroplex_picus	Furnariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Furnarius_rufus	Furnariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Gyalophylax_hellmayri	Furnariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Synallaxis_azarae	Furnariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Xiphocolaptes_albicollis	Furnariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Grallaria_varia	Grallariidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Hirundo_rustica	Hirundinidae	Passeriformes	Aves	1	"Roth, 2002; https://www.xeno-canto.org"
Petrochelidon_fulva	Hirundinidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Petrochelidon_pyrrhonota	Hirundinidae	Passeriformes	Aves	1	"Tulppo, 2017; https://www.xeno-canto.org"
Tachycineta_thalassina	Hirundinidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Agelaius_phoeniceus	Icteridae	Passeriformes	Aves	1	"Rosenthal, 2004; https://www.xeno-canto.org"
Dolichonyx_oryzivorus	Icteridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Icterus_galbula	Icteridae	Passeriformes	Aves	1	"Kennedy, 2001; https://www.xeno-canto.org"
Icterus_gularis	Icteridae	Passeriformes	Aves	1	"Ihnacik, 2005; https://www.xeno-canto.org"
Icterus_parisorum	Icteridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Psarocolius_montezuma	Icteridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Sturnella_magna	Icteridae	Passeriformes	Aves	1	"Dexheimer, 2006; https://www.xeno-canto.org"
Sturnella_neglecta	Icteridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Corvinella_corvina	Laniidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Lanius_collurio	Laniidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Lanius_excubitor	Laniidae	Passeriformes	Aves	1	"McHugh, 2013; https://www.xeno-canto.org"
Lanius_excubitoroides	Laniidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Lanius_senator	Laniidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Garrulax_milleti	Leiothrichidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Tchagra_minutus	Malaconotidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Malurus_melanocephalus	Maluridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Melanocharis_nigra	Melanocharitidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Melanopareia_maximiliani	Melanopareiidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Epthianura_tricolor	Meliphagidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Manorina_melanocephala	Meliphagidae	Passeriformes	Aves	1	"Holt et al., 2017; https://www.xeno-canto.org"
Melithreptus_lunatus	Meliphagidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Menura_novaehollandiae	Menuridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Mimus_patagonicus	Mimidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Mimus_polyglottos	Mimidae	Passeriformes	Aves	1	"Breitmeyer, 2004; https://www.xeno-canto.org"
Oreoscoptes_montanus	Mimidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Toxostoma_curvirostre	Mimidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Toxostoma_redivivum	Mimidae	Passeriformes	Aves	1	"Cody et al., 2016; https://www.xeno-canto.org"
Chasiempis_sandwichensis	Monarchidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Grallina_cyanoleuca	Monarchidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Terpsiphone_viridis	Monarchidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Anthus_pratensis	Motacillidae	Passeriformes	Aves	1	"Camfield, 2004; https://www.xeno-canto.org"
Anthus_rubescens	Motacillidae	Passeriformes	Aves	1	"Camfield, 2004a; https://www.xeno-canto.org"
Motacilla_alba	Motacillidae	Passeriformes	Aves	1	"Camfield, 2004a; https://www.xeno-canto.org"
Motacilla_cinerea	Motacillidae	Passeriformes	Aves	1	"Camfield, 2004a; https://www.xeno-canto.org"
Motacilla_flava	Motacillidae	Passeriformes	Aves	1	"Camfield, 2004a; https://www.xeno-canto.org"
Cercomela_fusca	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Dumetella_carolinensis	Muscicapidae	Passeriformes	Aves	1	"Pinkoski, 2001; https://www.xeno-canto.org"
Erithacus_rubecula	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Ficedula_hypoleuca	Muscicapidae	Passeriformes	Aves	1	"Dakota, 2009b; https://www.xeno-canto.org"
Ficedula_parva	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Luscinia_megarhynchos	Muscicapidae	Passeriformes	Aves	1	"Song, 2008; https://www.xeno-canto.org"
Luscinia_svecica	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Muscicapa_ferruginea	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Muscicapa_striata	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Oenanthe_oenanthe	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Phoenicurus_phoenicurus	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Rhyacornis_fuliginosa	Muscicapidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Anthreptes_fraseri	Nectariniidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Nectarinia_afra	Nectariniidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Nectarinia_olivacea	Nectariniidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Daphoenositta_chrysoptera	Neosittidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Oriolus_auratus	Oriolidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Oriolus_larvatus	Oriolidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Oriolus_xanthonotus	Oriolidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Sphecotheres_viridis	Oriolidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Melampitta_gigantea	Orthonychidae	Passeriformes	Aves	1	http://avocet.zoology.msu.edu/recordings/10544
Melampitta_lugubris	Orthonychidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Orthonyx_spaldingii	Orthonychidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Orthonyx_temminckii	Orthonychidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Colluricincla_harmonica	Pachycephalidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Falcunculus_frontatus	Pachycephalidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Oreoica_gutturalis	Pachycephalidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pachycephala_rufiventris	Pachycephalidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Paradisaea_raggiana	Paradisaeidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Acanthiza_reguloides	Pardalotidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pardalotus_punctatus	Pardalotidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pardalotus_striatus	Pardalotidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Baeolophus_inornatus	Paridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Baeolophus_wollweberi	Paridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Parus_ater	Paridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Parus_atricapillus	Paridae	Passeriformes	Aves	1	"Roof, 2011"
Parus_carolinensis	Paridae	Passeriformes	Aves	1	"Dewey, 2005"
Parus_major	Paridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Dendroica_coronata	Parulidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Dendroica_magnolia	Parulidae	Passeriformes	Aves	1	"Neuser, 2003"
Dendroica_pensylvanica	Parulidae	Passeriformes	Aves	1	"Swiderek, 1999"
Dendroica_petechia	Parulidae	Passeriformes	Aves	1	"Kadlec, 2003"
Geothlypis_trichas	Parulidae	Passeriformes	Aves	1	"Loiselle, 2001; https://www.xeno-canto.org"
Icteria_virens	Parulidae	Passeriformes	Aves	1	"Brown, 2014; https://www.xeno-canto.org"
Mniotilta_varia	Parulidae	Passeriformes	Aves	1	"Foster, 2001; https://www.xeno-canto.org"
Myioborus_pictus	Parulidae	Passeriformes	Aves	1	"Perez, 2017; https://www.xeno-canto.org"
Parula_americana	Parulidae	Passeriformes	Aves	1	"Moldenhauer and Regelski, 1996"
Seiurus_noveboracensis	Parulidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Setophaga_ruticilla	Parulidae	Passeriformes	Aves	1	"Sterling, 2011a; https://www.xeno-canto.org"
Vermivora_peregrina	Parulidae	Passeriformes	Aves	1	"Atwood, 2006"
Vermivora_ruficapilla	Parulidae	Passeriformes	Aves	1	http://www.wikiwand.com/en/Nashville_warbler
Passer_domesticus	Passeridae	Passeriformes	Aves	1	"Roof, 2001; https://www.xeno-canto.org"
Passer_griseus	Passeridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Passer_montanus	Passeridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Petronia_petronia	Passeridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Eopsaltria_australis	Petroicidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Melanodryas_cucullata	Petroicidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Philepitta_castanea	Philepittidae	Passeriformes	Aves	1	"Camfield, 2004b; https://www.xeno-canto.org"
Phylloscopus_borealis	Phylloscopidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Phylloscopus_collybita	Phylloscopidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Phylloscopus_schwarzi	Phylloscopidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Phylloscopus_sibilatrix	Phylloscopidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Phylloscopus_trochilus	Phylloscopidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Picathartes_oreas	Picathartidae	Passeriformes	Aves	1	http://www.wikiwand.com/en/Grey-necked_rockfowl
Lepidothrix_coronata	Pipridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pitta_sordida	Pittidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Bubalornis_albirostris	Ploceidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Euplectes_progne	Ploceidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Ploceus_cucullatus	Ploceidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Polioptila_caerulea	Polioptilidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pomatostomus_halli	Pomatostomidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pomatostomus_isidorei	Pomatostomidae	Passeriformes	Aves	1	http://avocet.zoology.msu.edu/recordings/3687
Prionops_plumatus	Prionopidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Modulatrix_stictigula	Promeropidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Promerops_cafer	Promeropidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Prunella_collaris	Prunellidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Phainopepla_nitens	Ptilogonatidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Ailuroedus_melanotis	Ptilonorhynchidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pycnonotus_barbatus	Pycnonotidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Regulus_calendula	Regulidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Regulus_regulus	Regulidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Regulus_satrapa	Regulidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Anthoscopus_minutus	Remizidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Remiz_pendulinus	Remizidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pteroptochos_tarnii	Rhinocryptidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Scytalopus_magellanicus	Rhinocryptidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Rhipidura_fuliginosa	Rhipiduridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Sitta_canadensis	Sittidae	Passeriformes	Aves	1	"Sands, 2003; https://www.xeno-canto.org"
Elminia_nigromitrata	Stenostiridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Acridotheres_tristis	Sturnidae	Passeriformes	Aves	1	"Lin, 2007; https://www.xeno-canto.org"
Lamprotornis_purpuroptera	Sturnidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Onychognathus_fulgidus	Sturnidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Poeoptera_lugubris	Sturnidae	Passeriformes	Aves	1	http://www.wikiwand.com/en/Narrow-tailed_starling
Sturnus_vulgaris	Sturnidae	Passeriformes	Aves	1	"Chow, 2000; https://www.xeno-canto.org"
Sylvia_cantillans	Sylviidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Sylvia_communis	Sylviidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Sylvia_curruca	Sylviidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Sylvia_nana	Sylviidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Sylvia_nisoria	Sylviidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Cercomacra_cinerascens	Thamnophilidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Thamnophilus_nigrocinereus	Thamnophilidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Tiaris_canorus	Thraupidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Erpornis_zantholeuca	Timaliidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Turdoides_plebejus	Timaliidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Tityra_semifasciata	Tityridae	Passeriformes	Aves	1	https://www.xeno-canto.org
Cistothorus_palustris	Troglodytidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Cistothorus_platensis	Troglodytidae	Passeriformes	Aves	1	"Herkert, et al., 2001; https://www.xeno-canto.org"
Troglodytes_aedon	Troglodytidae	Passeriformes	Aves	1	"Brown, 2001; https://www.xeno-canto.org"
Troglodytes_troglodytes	Troglodytidae	Passeriformes	Aves	1	"Dakota, 2009c; https://www.xeno-canto.org"
Catharus_bicknelli	Turdidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Catharus_fuscescens	Turdidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Catharus_guttatus	Turdidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Catharus_minimus	Turdidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Catharus_ustulatus	Turdidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Hylocichla_mustelina	Turdidae	Passeriformes	Aves	1	"Lesperance, 2002; https://www.xeno-canto.org"
Turdus_merula	Turdidae	Passeriformes	Aves	1	"Mattson, 2018; https://www.xeno-canto.org"
Turdus_migratorius	Turdidae	Passeriformes	Aves	1	"Middlebrook, 2001; https://www.xeno-canto.org"
Turdus_philomelos	Turdidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Contopus_cooperi	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Contopus_sordidulus	Tyrannidae	Passeriformes	Aves	1	"Gasparella, 2004; https://www.xeno-canto.org"
Contopus_virens	Tyrannidae	Passeriformes	Aves	1	"Clowser, 2017; https://www.xeno-canto.org"
Empidonax_minimus	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Empidonax_traillii	Tyrannidae	Passeriformes	Aves	1	"Brazil and Martina, 2014; https://www.xeno-canto.org"
Mecocerculus_leucophrys	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Mionectes_macconnelli	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Myiodynastes_maculatus	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Myiornis_ecaudatus	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pitangus_sulphuratus	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pseudocolopteryx_acutipennis	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Pyrocephalus_rubinus	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Tachuris_rubrigastra	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Tyrannus_dominicensis	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Tyrannus_forficatus	Tyrannidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Tyrannus_tyrannus	Tyrannidae	Passeriformes	Aves	1	"Dewey, 2009h; https://www.xeno-canto.org"
Vanga_curvirostris	Vangidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Vidua_macroura	Viduidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Vidua_paradisaea	Viduidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Vireo_griseus	Vireonidae	Passeriformes	Aves	1	"Sterling, 2011b; https://www.xeno-canto.org"
Vireo_olivaceus	Vireonidae	Passeriformes	Aves	1	"Sterling, 2011c; https://www.xeno-canto.org"
Vireo_philadelphicus	Vireonidae	Passeriformes	Aves	1	"Sterling, 2011d; https://www.xeno-canto.org"
Zosterops_abyssinicus	Zosteropidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Zosterops_senegalensis	Zosteropidae	Passeriformes	Aves	1	https://www.xeno-canto.org
Anhinga_anhinga	Anhingidae	Pelecaniformes	Aves	1	"Kearns, 2009; https://www.xeno-canto.org"
Ardea_herodias	Ardeidae	Pelecaniformes	Aves	1	"Naumann, 2011; https://www.xeno-canto.org"
Balaeniceps_rex	Balaenicipitidae	Pelecaniformes	Aves	1	"Steffen, 2007"
Pelecanus_occidentalis	Pelecanidae	Pelecaniformes	Aves	1	"Scott, 2012; https://www.xeno-canto.org"
Phaethon_rubricauda	Phaethontidae	Pelecaniformes	Aves	1	https://www.xeno-canto.org
Scopus_umbretta	Scopidae	Pelecaniformes	Aves	1	https://www.xeno-canto.org
Fregata_magnificens	Sulidae	Pelecaniformes	Aves	1	"Calcutt, 2006; https://www.xeno-canto.org"
Phoenicopterus_ruber	Phoenicopteridae	Phoenicopteriformes	Aves	1	"Mathevon, 1997; https://www.xeno-canto.org"
Bucorvus_cafer	Bucerotidae	Piciformes	Aves	1	http://www.wikiwand.com/en/Southern_ground_hornbill
Tockus_erythrorhynchus	Bucerotidae	Piciformes	Aves	1	https://www.xeno-canto.org
Baeopogon_indicator	Indicatoridae	Piciformes	Aves	1	https://www.xeno-canto.org
Indicator_minor	Indicatoridae	Piciformes	Aves	1	https://www.xeno-canto.org
Trachyphonus_darnaudii	Lybiidae	Piciformes	Aves	1	https://www.xeno-canto.org
Tricholaema_diademata	Lybiidae	Piciformes	Aves	1	https://www.xeno-canto.org
Megalaima_virens	Megalaimidae	Piciformes	Aves	1	http://www.wikiwand.com/en/Great_barbet
Dendrocopos_leucotos	Picidae	Piciformes	Aves	1	"Bianchi, 2007"
Dendrocopos_major	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Dendrocopos_medius	Picidae	Piciformes	Aves	1	"Robles et al., 2008"
Dendropicos_fuscescens	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Dryocopus_martius	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Geocolaptes_olivaceus	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Jynx_torquilla	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Melanerpes_erythrocephalus	Picidae	Piciformes	Aves	1	"Axley, 2002; https://www.xeno-canto.org"
Melanerpes_uropygialis	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Nesoctites_micromegas	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Picoides_tridactylus	Picidae	Piciformes	Aves	1	"Sprengelmeyer, 2014; https://www.xeno-canto.org"
Sphyrapicus_nuchalis	Picidae	Piciformes	Aves	1	https://www.xeno-canto.org
Sphyrapicus_ruber	Picidae	Piciformes	Aves	1	"Stoffer, 2015; https://www.xeno-canto.org"
Sphyrapicus_varius	Picidae	Piciformes	Aves	1	"de Guia, 2001; https://www.xeno-canto.org"
Andigena_laminirostris	Ramphastidae	Piciformes	Aves	1	https://www.xeno-canto.org
Aulacorhynchus_prasinus	Ramphastidae	Piciformes	Aves	1	https://www.xeno-canto.org
Ramphastos_sulfuratus	Ramphastidae	Piciformes	Aves	1	https://www.xeno-canto.org
Aechmophorus_occidentalis	Podicipedidae	Podicipediformes	Aves	1	https://www.xeno-canto.org
Podilymbus_podiceps	Podicipedidae	Podicipediformes	Aves	1	"Smith, 2003; https://www.xeno-canto.org"
Phoebastria_nigripes	Diomedeidae	Procellariformes	Aves	1	https://www.xeno-canto.org
Hydrobates_pelagicus	Hydrobatidae	Procellariformes	Aves	1	https://www.xeno-canto.org
Oceanodroma_castro	Hydrobatidae	Procellariformes	Aves	1	https://www.xeno-canto.org
Pelagodroma_marina	Hydrobatidae	Procellariformes	Aves	1	https://www.xeno-canto.org
Pelecanoides_urinatrix	Pelecanoididae	Procellariformes	Aves	1	"Dewey, 2009i; https://www.xeno-canto.org"
Fulmarus_glacialis	Procellariidae	Procellariformes	Aves	1	"Dewey, 2009j; https://www.xeno-canto.org"
Pterodroma_hypoleuca	Procellariidae	Procellariformes	Aves	1	https://www.xeno-canto.org
Pterodroma_sandwichensis	Procellariidae	Procellariformes	Aves	1	https://www.xeno-canto.org
Puffinus_griseus	Procellariidae	Procellariformes	Aves	1	"Warham, 1988"
Cacatua_galerita	Cacatuidae	Psittaciformes	Aves	1	"Thomas, 2007; https://www.xeno-canto.org"
Cacatua_sulphurea	Cacatuidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Nymphicus_hollandicus	Cacatuidae	Psittaciformes	Aves	1	"Newmyer, 2011; https://www.xeno-canto.org"
Nestor_notabilis	Nestoridae	Psittaciformes	Aves	1	"Williams, 2001; https://www.xeno-canto.org"
Agapornis_lilianae	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Agapornis_taranta	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Anodorhynchus_hyacinthinus	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Anodorhynchus_leari	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Ara_chloropterus	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Bolborhynchus_lineola	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Corythaeola_cristata	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Poicephalus_robustus	Psittacidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Psittacus_erithacus	Psittacidae	Psittaciformes	Aves	1	"Holman, 2008; https://www.xeno-canto.org"
Agapornis_roseicollis	Psittaculidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Eos_squamata	Psittaculidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Loriculus_stigmatus	Psittaculidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Melopsittacus_undulatus	Psittaculidae	Psittaciformes	Aves	1	"Farabaugh et al., 1994; https://www.xeno-canto.org"
Pezoporus_occidentalis	Psittaculidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Trichoglossus_chlorolepidotus	Psittaculidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Trichoglossus_haematodus	Psittaculidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Coracopsis_vasa	Psittrichasiidae	Psittaciformes	Aves	1	https://www.xeno-canto.org
Rhea_americana	Rheidae	Rheiformes	Aves	1	"Hodges, 2018; https://www.xeno-canto.org"
Spheniscus_humboldti	Spheniscidae	Sphenisciformes	Aves	1	"Nissley, 2015"
Aegolius_acadicus	Strigidae	Strigiformes	Aves	1	"Yan, 2001; https://www.xeno-canto.org"
Asio_otus	Strigidae	Strigiformes	Aves	1	"Ivory, 1999; https://www.xeno-canto.org"
Bubo_bubo	Strigidae	Strigiformes	Aves	1	"Cantrell, 2004; https://www.xeno-canto.org"
Glaucidium_brasilianum	Strigidae	Strigiformes	Aves	1	"Rauss, 2004; https://www.xeno-canto.org"
Glaucidium_capense	Strigidae	Strigiformes	Aves	1	https://www.xeno-canto.org
Ketupa_zeylonensis	Strigidae	Strigiformes	Aves	1	https://www.xeno-canto.org
Megascops_asio	Strigidae	Strigiformes	Aves	1	"Nagy and Rockwell, 2012; https://www.xeno-canto.org"
Megascops_trichopsis	Strigidae	Strigiformes	Aves	1	https://www.xeno-canto.org
Otus_flammeolus	Strigidae	Strigiformes	Aves	1	"Barnes and Belthoff,2008"
Otus_scops	Strigidae	Strigiformes	Aves	1	https://www.xeno-canto.org
Strix_aluco	Strigidae	Strigiformes	Aves	1	"Diaz, 2011; https://www.xeno-canto.org"
Surnia_ulula	Strigidae	Strigiformes	Aves	1	"Kalokhe, 2003; https://www.xeno-canto.org"
Tyto_alba	Tytonidae	Strigiformes	Aves	1	"Harris, 2002; https://www.xeno-canto.org"
Crypturellus_soui	Tinamidae	Tinamiformes	Aves	1	https://www.xeno-canto.org
Crypturellus_variegatus	Tinamidae	Tinamiformes	Aves	1	https://www.xeno-canto.org
Tinamus_major	Tinamidae	Tinamiformes	Aves	1	https://www.xeno-canto.org
Apaloderma_narina	Trogonidae	Trogoniformes	Aves	1	https://www.xeno-canto.org
Trogon_elegans	Trogonidae	Trogoniformes	Aves	1	https://www.xeno-canto.org
Trogon_personatus	Trogonidae	Trogoniformes	Aves	1	https://www.xeno-canto.org
