Table 1
Species	Family	Order	Class	State	References
Leptodactylus_rhodomystax	Leptodactylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Leptodactylus_wagneri	Leptodactylidae	Anura	Amphibia	1	"Straughan and Heyer, 1976"
Lithodytes_lineatus	Leptodactylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Paratelmatobius_cardosoi	Leptodactylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Paratelmatobius_poecilogaster	Leptodactylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Physalaemus_cuvieri	Leptodactylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Physalaemus_ephippifer	Leptodactylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Pleurodema_brachyops	Leptodactylidae	Anura	Amphibia	1	"Tárano, 2010"
Aglyptodactylus_laticeps	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Blommersia_wittei	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Boophis_albilabris	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Boophis_luteus	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Boophis_madagascariensis	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Boophis_occidentalis	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Boophis_tephraeomystax	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Boophis_xerophilus	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Gephyromantis_decaryi	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Gephyromantis_luteus	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Gephyromantis_pseudoasper	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Gephyromantis_webbi	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Guibemantis_depressiceps	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Guibemantis_liber	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Guibemantis_tornieri	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Laliostoma_labrosum	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Mantella_aurantiaca	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Mantella_baroni	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Mantella_laevigata	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Mantidactylus_ulcerosus	Mantellidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Leptobrachium_boringii	Megophryidae	Anura	Amphibia	1	"Zheng et al., 2011"
Megophrys_nasuta	Megophryidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Anodonthyla_montana	Microhylidae	Anura	Amphibia	1	"Glaw and Vences, 2005"
Anodonthyla_rouxae	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Calluella_guttulata	Microhylidae	Anura	Amphibia	1	"Heyer, 1971"
Chaperina_fusca	Microhylidae	Anura	Amphibia	1	"Nelson, 1973; Frog Voices of Borneo (www.soundcloud.com/frogvoicesofborneo)"
Choerophryne_rostellifer	Microhylidae	Anura	Amphibia	1	"Kraus and Allison, 2001"
Cophixalus_sphagnicola	Microhylidae	Anura	Amphibia	1	"Kraus and Allison, 2009"
Cophyla_phyllodactyla	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Ctenophryne_geayi	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Dermatonotus_muelleri	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Dyscophus_guineti	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Elachistocleis_ovalis	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Gastrophryne_carolinensis	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Gastrophryne_olivacea	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Genyophryne_thomsoni	Microhylidae	Anura	Amphibia	1	"Zweifei, 1971"
Hamptophryne_boliviana	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Hypopachus_variolosus	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Kalophrynus_pleurostigma	Microhylidae	Anura	Amphibia	1	"Matsui et al., 1996"
Kaloula_pulchra	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Kaloula_taprobanica	Microhylidae	Anura	Amphibia	1	"Wewelwala et al., 2013"
Microhyla_heymonsi	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Microhyla_okinavensis	Microhylidae	Anura	Amphibia	1	"Kuramoto and Joshy, 2006"
Microhyla_ornata	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Micryletta_inornata	Microhylidae	Anura	Amphibia	1	"Kuramoto and Joshy, 2006"
Oreophryne_clamata	Microhylidae	Anura	Amphibia	1	"Gunther, 2003"
Otophryne_pyburni	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Paradoxophyla_palmata	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Phrynomantis_bifasciatus	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Phrynomantis_microps	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Platypelis_grandis	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Plethodontohyla_mihanika	Microhylidae	Anura	Amphibia	1	"Vences et al., 2003; AmphibiaWeb. 2018."
Plethodontohyla_notosticta	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Plethodontohyla_tuberata	Microhylidae	Anura	Amphibia	1	"Glaw and Vences, 2007"
Scaphiophryne_calcarata	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Stumpffia_grandis	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Stumpffia_psologlossa	Microhylidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Adelotus_brevis	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Assa_darlingtoni	Myobatrachidae	Anura	Amphibia	1	"Ingram et al., 1975"
Crinia_signifera	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Limnodynastes_peronii	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Limnodynastes_salmini	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Limnodynastes_tasmaniensis	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Myobatrachus_gouldii	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Notaden_melanoscaphus	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Paracrinia_haswelli	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Platyplectrum_spenceri	Myobatrachidae	Anura	Amphibia	1	"Barker et al., 1995"
Pseudophryne_coriacea	Myobatrachidae	Anura	Amphibia	1	"O'Brien et al., 2018"
Rheobatrachus_silus	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Taudactylus_acutirostris	Myobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Odontophrynus_americanus	Odontophrynidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Proceratophrys_boiei	Odontophrynidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Pelobates_cultripes	Pelobatidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Pelodytes_punctatus	Pelodytidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Phrynobatrachus_acridoides	Phrynobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Phrynobatrachus_mababiensis	Phrynobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Phrynobatrachus_natalensis	Phrynobatrachidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Hymenochirus_boettgeri	Pipidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Pipa_pipa	Pipidae	Anura	Amphibia	1	"Rabb and Rabb, 1963"
Xenopus_laevis	Pipidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Xenopus_muelleri	Pipidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Hildebrandtia_ornata	Ptychadenidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Ptychadena_anchietae	Ptychadenidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Ptychadena_porosissima	Ptychadenidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Amietia_angolensis	Pyxicephalidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Anhydrophryne_rattrayi	Pyxicephalidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Cacosternum_boettgeri	Pyxicephalidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Pyxicephalus_adspersus	Pyxicephalidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Pyxicephalus_edulis	Pyxicephalidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Tomopterna_cryptotis	Pyxicephalidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Amnirana_albolabris	Ranidae	Anura	Amphibia	1	"Schiotz, 1964"
Amolops_marmoratus	Ranidae	Anura	Amphibia	1	"Fei et al., 2012"
Huia_cavitympanum	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Odorrana_junlianensis	Ranidae	Anura	Amphibia	1	"Fei et al., 2012"
Odorrana_schmackeri	Ranidae	Anura	Amphibia	1	"Yu et al., 2006"
Odorrana_tormota	Ranidae	Anura	Amphibia	1	"Feng et al., 2006"
Rana_adenopleura	Ranidae	Anura	Amphibia	1	"Chuang et al., 2016"
Rana_aurora	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_berlandieri	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_boylii	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_capito	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_cascadae	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_catesbeiana	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_chalconota	Ranidae	Anura	Amphibia	1	"Marquez and Eekhout, 2006"
Rana_chiricahuensis	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_clamitans	Ranidae	Anura	Amphibia	1	"Bee et al., 2008"
Rana_curtipes	Ranidae	Anura	Amphibia	1	"Krishna and Krishna, 2005"
Rana_dalmatina	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_erythraea	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_grylio	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_guentheri	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_heckscheri	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_hosii	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_iberica	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_japonica	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_latouchii	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_lessonae	Ranidae	Anura	Amphibia	1	"Lukanov et al., 2017"
Rana_longicrus	Ranidae	Anura	Amphibia	1	"Lue, 1984"
Rana_luteiventris	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_macrocnemis	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_muscosa	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_narina	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_nigromaculata	Ranidae	Anura	Amphibia	1	"Fei et al., 2012"
Rana_palmipes	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_palustris	Ranidae	Anura	Amphibia	1	"Given, 2005"
Rana_pipiens	Ranidae	Anura	Amphibia	1	"Larson, 2004"
Rana_pretiosa	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_ridibunda	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_rugosa	Ranidae	Anura	Amphibia	1	"Hasegawa et al., 1999"
Rana_signata	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_swinhoana	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_sylvatica	Ranidae	Anura	Amphibia	1	"Stevens and Paszkowski, 2004"
Rana_tarahumarae	Ranidae	Anura	Amphibia	1	"Rorabaugh and Elliot, 2006"
Rana_temporaria	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_vaillanti	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rana_warszewitschii	Ranidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Staurois_latopalmatus	Ranidae	Anura	Amphibia	1	"Boeckle et al., 2009"
Staurois_natator	Ranidae	Anura	Amphibia	1	"Boeckle et al., 2009"
Buergeria_buergeri	Rhacophoridae	Anura	Amphibia	1	"Fukuyama and Kusano, 1992"
Buergeria_japonica	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Chiromantis_rufescens	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Chiromantis_xerampelina	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Kurixalus_eiffingeri	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Nyctixalus_pictus	Rhacophoridae	Anura	Amphibia	1	"Matsui, 1996"
Polypedates_leucomystax	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Polypedates_maculatus	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Polypedates_megacephalus	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rhacophorus_arboreus	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rhacophorus_bipunctatus	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rhacophorus_lateralis	Rhacophoridae	Anura	Amphibia	1	"Sachi and Dinesh, 2015"
Rhacophorus_reinwardtii	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rhacophorus_schlegelii	Rhacophoridae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Rhinophrynus_dorsalis	Rhinophrynidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Scaphiopus_couchii	Scaphiopodidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Scaphiopus_holbrookii	Scaphiopodidae	Anura	Amphibia	1	"Wasserman, 1968"
Spea_bombifrons	Scaphiopodidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Spea_hammondii	Scaphiopodidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Spea_intermontana	Scaphiopodidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Spea_multiplicata	Scaphiopodidae	Anura	Amphibia	1	AmphibiaWeb. 2018.
Ambystoma_gracile	Ambystomatidae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Ambystoma_mexicanum	Ambystomatidae	Caudata	Amphibia	0	"Majchrzak, 2004"
Ambystoma_opacum	Ambystomatidae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Amphiuma_means	Amphiumidae	Caudata	Amphibia	1	"Crovo et al., 2016"
Andrias_japonicus	Cryptobranchidae	Caudata	Amphibia	0	"Winkler, 2006"
Cryptobranchus_alleganiensis	Cryptobranchidae	Caudata	Amphibia	0	"Pike, 2015"
Dicamptodon_tenebrosus	Dicamptodontidae	Caudata	Amphibia	0	"Leighton, 2011"
Batrachuperus_tibetanus	Hynobiidae	Caudata	Amphibia	0	"Heying, 2003f"
Hynobius_nebulosus	Hynobiidae	Caudata	Amphibia	0	"Heying, 2003f; AmphibiaWeb. 2018."
Pseudohynobius_flavomaculatus	Hynobiidae	Caudata	Amphibia	0	"Heying, 2003f; AmphibiaWeb. 2018."
Aneides_lugubris	Plethodontidae	Caudata	Amphibia	0	"Bartholomew, 2000"
Batrachoseps_pacificus	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Bolitoglossa_dunni	Plethodontidae	Caudata	Amphibia	0	"Crookston, 2019"
Bolitoglossa_longissima	Plethodontidae	Caudata	Amphibia	0	"Crookston, 2019"
Bolitoglossa_rufescens	Plethodontidae	Caudata	Amphibia	0	"Crookston, 2019"
Bolitoglossa_subpalmata	Plethodontidae	Caudata	Amphibia	0	"Crookston, 2019"
Bradytriton_silus	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Desmognathus_monticola	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Desmognathus_ochrophaeus	Plethodontidae	Caudata	Amphibia	0	"Tsang, 2003"
Desmognathus_quadramaculatus	Plethodontidae	Caudata	Amphibia	0	"Nicholas, 2017"
Ensatina_eschscholtzii	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Eurycea_longicauda	Plethodontidae	Caudata	Amphibia	0	"Haun, 2011"
Gyrinophilus_porphyriticus	Plethodontidae	Caudata	Amphibia	0	"Heying, 2003f; AmphibiaWeb. 2018."
Hydromantes_platycephalus	Plethodontidae	Caudata	Amphibia	0	"Heying, 2003f"
Ixalotriton_niger	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Nototriton_barbouri	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Nyctanolis_pernix	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Phaeognathus_hubrichti	Plethodontidae	Caudata	Amphibia	0	"Reinhart, 2011"
Plethodon_cinereus	Plethodontidae	Caudata	Amphibia	0	"Howard, 2003"
Plethodon_elongatus	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Plethodon_wehrlei	Plethodontidae	Caudata	Amphibia	0	"Reed, 2019"
Plethodon_yonahlossee	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Pseudoeurycea_bellii	Plethodontidae	Caudata	Amphibia	0	"Madison, 1977; Heying, 2003f"
Pseudotriton_ruber	Plethodontidae	Caudata	Amphibia	0	"Miller, 2016"
Necturus_maculosus	Proteidae	Caudata	Amphibia	0	"Siebert, 2008"
Rhyacotriton_olympicus	Rhyacotritonidae	Caudata	Amphibia	0	"DiPonzio, 2013"
Chioglossa_lusitanica	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Echinotriton_chinhaiensis	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Calotriton_asper	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Notophthalmus_viridescens	Salamandridae	Caudata	Amphibia	0	"Riemland, 2000"
Pachytriton_labiatus	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Salamandra_salamandra	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Salamandrina_perspicillata	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Taricha_rivularis	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Triturus_marmoratus	Salamandridae	Caudata	Amphibia	0	AmphibiaWeb. 2018.
Siren_intermedia	Sirenidae	Caudata	Amphibia	1	"Sickler, 2018"
Dermophis_mexicanus	Dermophiidae	Gymnophiona	Amphibia	0	AmphibiaWeb. 2018.
Boulengerula_taitana	Herpelidae	Gymnophiona	Amphibia	0	AmphibiaWeb. 2018.
Scolecomorphus_vittatus	Scolecomorphidae	Gymnophiona	Amphibia	0	AmphibiaWeb. 2018.
Siphonops_annulatus	Siphonopidae	Gymnophiona	Amphibia	0	AmphibiaWeb. 2018.
Amblysomus_hottentotus	Chrysochloridae	Afrosoricida	Mammalia	1	"Meservey, 2006; Retief et al., 2013"
Chrysochloris_asiatica	Chrysochloridae	Afrosoricida	Mammalia	1	"Valentine, 2013"
Echinops_telfairi	Tenrecidae	Afrosoricida	Mammalia	1	"Kokx, 2009"
Orycteropus_afer	Orycteropodidae	Afrotheria	Mammalia	1	"Ratzloff, 2011"
Antilocapra_americana	Antilocapridae	Artiodactyla	Mammalia	1	"Krejci and Dewey, 2009"
Bos_taurus	Bovidae	Artiodactyla	Mammalia	1	"de la Torre et al., 2015"
Lama_glama	Camelidae	Artiodactyla	Mammalia	1	"Portman, 2004"
Cervus_nippon	Cervidae	Artiodactyla	Mammalia	1	"Long et al., 1998; Landesman, 1999"
Okapia_johnstoni	Giraffidae	Artiodactyla	Mammalia	1	"Palkovacs, 2000"
Hippopotamus_amphibius	Hippopotamidae	Artiodactyla	Mammalia	1	"Barklow, 2004"
Sus_scrofa	Suidae	Artiodactyla	Mammalia	1	"Illmann et al., 2002"
Pecari_tajacu	Tayassuidae	Artiodactyla	Mammalia	1	"Ingmarsson, 1999"
Tragulus_napu	Tragulidae	Artiodactyla	Mammalia	1	"Ralls et al., 1975"
Canis_lupus	Canidae	Carnivora	Mammalia	1	"Feddersen-Petersen, 2000"
Fossa_fossana	Eupleridae	Carnivora	Mammalia	1	"Nowak, 1999"
Felis_catus	Felidae	Carnivora	Mammalia	1	"Anna, 2014"
Suricata_suricatta	Herpestidae	Carnivora	Mammalia	1	"Manser, 1999"
Crocuta_crocuta	Hyaenidae	Carnivora	Mammalia	1	"Nowak, 1999"
Mephitis_mephitis	Mephitidae	Carnivora	Mammalia	1	"Kiiskila, 2014"
Meles_meles	Mustelidae	Carnivora	Mammalia	1	"Wang, 2011"
Nandinia_binotata	Nandiniidae	Carnivora	Mammalia	1	"Kotelnicki, 2014"
Odobenus_rosmarus	Odobenidae	Carnivora	Mammalia	1	"Baker, 2013"
Arctocephalus_forsteri	Otariidae	Carnivora	Mammalia	1	"Landgren, 2013"
Phoca_vitulina	Phocidae	Carnivora	Mammalia	1	"Cale, 2012"
Procyon_lotor	Procyonidae	Carnivora	Mammalia	1	"Sieber, 1984"
Ailuropoda_melanoleuca	Ursidae	Carnivora	Mammalia	1	"Charlton et al., 2009"
Genetta_genetta	Viverridae	Carnivora	Mammalia	1	"Nowak, 1999; Myers, 2000"
Megaptera_novaeangliae	Balaenopteridae	Cetacea	Mammalia	1	"Dunlop et al., 2008"
Tursiops_truncatus	Delphinidae	Cetacea	Mammalia	1	"Jenkins, 2009"
Eschrichtius_robustus	Eschrichtiidae	Cetacea	Mammalia	1	"Kidd, 2011"
Kogia_breviceps	Kogiidae	Cetacea	Mammalia	1	"Sayigh, 2014"
Phocoena_phocoena	Phocoenidae	Cetacea	Mammalia	1	"Tyack and Clark, 2000"
Platanista_minor	Platanistidae	Cetacea	Mammalia	1	"Bricklin, 2004"
Craseonycteris_thonglongyai	Craseonycteridae	Chiroptera	Mammalia	1	"Burns, 2013"
Coleura_afra	Emballonuridae	Chiroptera	Mammalia	1	"Hester and Myers, 2001"
Emballonura_atrata	Emballonuridae	Chiroptera	Mammalia	1	"Hester and Myers, 2001"
Taphozous_mauritianus	Emballonuridae	Chiroptera	Mammalia	1	"Hester and Myers, 2001; Francis, 2007"
Furipterus_horrens	Furipteridae	Chiroptera	Mammalia	1	"Falcao et al., 2015"
Cloeotis_percivali	Hipposideridae	Chiroptera	Mammalia	1	"Monadjem et al., 2007"
Hipposideros_commersoni	Hipposideridae	Chiroptera	Mammalia	1	"Nowak, 1999"
Megaderma_lyra	Megadermatidae	Chiroptera	Mammalia	1	"Janben and Schmidt, 2009"
Miniopterus_manavi	Miniopteridae	Chiroptera	Mammalia	1	"Jones and Teeling, 2006"
Chaerephon_pumilus	Molossidae	Chiroptera	Mammalia	1	"Aspetberger et al., 2004"
Eumops_glaucinus	Molossidae	Chiroptera	Mammalia	1	"Mora and Torres, 2008"
Mops_condylurus	Molossidae	Chiroptera	Mammalia	1	"Aspetberger et al., 2004"
Sauromys_petrophilus	Molossidae	Chiroptera	Mammalia	1	"Jones and Teeling, 2006"
Nyctinomops_femorosaccus	Molossidae	Chiroptera	Mammalia	1	"Jones and Teeling, 2006"
Otomops_martiensseni	Molossidae	Chiroptera	Mammalia	1	"Fenton et al., 2004"
Tadarida_brasiliensis	Molossidae	Chiroptera	Mammalia	1	"Gillam and McCracken, 2007"
Mormoops_megalophylla	Mormoopidae	Chiroptera	Mammalia	1	"Smotherman and Guillen-Servent, 2008"
Pteronotus_parnellii	Mormoopidae	Chiroptera	Mammalia	1	"Esser et al., 1997"
Mystacina_tuberculata	Mystacinidae	Chiroptera	Mammalia	1	"Parsons, 1997"
Nycteris_thebaica	Nycteridae	Chiroptera	Mammalia	1	"Esmailka, 2005"
Artibeus_jamaicensis	Phyllostomidae	Chiroptera	Mammalia	1	"Heffner et al., 2003"
Choeronycteris_mexicana	Phyllostomidae	Chiroptera	Mammalia	1	"Charron, 2002"
Leptonycteris_yerbabuenae	Phyllostomidae	Chiroptera	Mammalia	1	"Murphy, 2015"
Macrotus_californicus	Phyllostomidae	Chiroptera	Mammalia	1	"Burns et al., 2014"
Eidolon_helvum	Pteropodidae	Chiroptera	Mammalia	1	"Ruiz, 2002"
Epomops_dobsonii	Pteropodidae	Chiroptera	Mammalia	1	"Luzynski et al., 2009"
Epomophorus_gambianus	Pteropodidae	Chiroptera	Mammalia	1	"Cresca, 2004"
Lissonycteris_angolensis	Pteropodidae	Chiroptera	Mammalia	1	"Luzynski et al., 2009"
Pteropus_giganteus	Pteropodidae	Chiroptera	Mammalia	1	"Silbernagel, 2005"
Rousettus_aegyptiacus	Pteropodidae	Chiroptera	Mammalia	1	"Holland et al., 2004"
Rhinolophus_creaghi	Rhinolophidae	Chiroptera	Mammalia	1	"Stoffberg, 2007"
Rhinopoma_hardwickii	Rhinopomatidae	Chiroptera	Mammalia	1	"Whiting, 2012"
Thyroptera_tricolor	Thyropteridae	Chiroptera	Mammalia	1	"Gillam and Chaverri, 2012"
Antrozous_pallidus	Vespertilionidae	Chiroptera	Mammalia	1	"Arnold and Wilkinson, 2011"
Glauconycteris_variegata	Vespertilionidae	Chiroptera	Mammalia	1	"Rambaldini, 2009"
Corynorhinus_rafinesquii	Vespertilionidae	Chiroptera	Mammalia	1	"Loeb and Britzke, 2010"
Eptesicus_fuscus	Vespertilionidae	Chiroptera	Mammalia	1	"Masters et al., 1995"
Euderma_maculatum	Vespertilionidae	Chiroptera	Mammalia	1	"Leonard and Fenton, 1984"
Idionycteris_phyllotis	Vespertilionidae	Chiroptera	Mammalia	1	"Simmons and O'Farrell, 1977"
Lasiurus_borealis	Vespertilionidae	Chiroptera	Mammalia	1	"Barclay et al., 1999"
Miniopterus_fraterculus	Vespertilionidae	Chiroptera	Mammalia	1	"Miller-Butterworth et al., 2005"
Myotis_lucifugus	Vespertilionidae	Chiroptera	Mammalia	1	"Fenton et al., 1976"
Pipistrellus_hesperus	Vespertilionidae	Chiroptera	Mammalia	1	"Birkett et al., 2014"
Pipistrellus_subflavus	Vespertilionidae	Chiroptera	Mammalia	1	"Pfalzer and Kusch, 2003"
Pipistrellus_kuhlii	Vespertilionidae	Chiroptera	Mammalia	1	"Russo and Jones, 1999"
Dasypus_novemcinctus	Dasypodidae	Cingulata	Mammalia	1	"McDonald and Larson, 2011"
Cynocephalus_volans	Cynocephalidae	Dermoptera	Mammalia	1	"Diogo, 2009"
Galeopterus_variegates	Cynocephalidae	Dermoptera	Mammalia	1	"Beatson, 2011"
Erinaceus_europaeus	Erinaceidae	Erinaceomorpha	Mammalia	1	"Roberts, 2011"
